Наименование;Код роли
Орг. роль Закупочная организация D004 Движение материалов ;ZUMMX06_EKG_D004 
Орг. роль Закупочная организация D004 Закупочные процедуры ;ZUMMX04_EKG_D004 
Орг. роль Закупочная организация D004 Отчеты зявки и заказы ;ZUMMX11_EKG_D004 
Орг. роль Закупочная организация D004 Согласование заявок;ZUMMX03_EKG_D004
Орг. роль Закупочная организация D004 Создание заявок ;ZUMMX01_EKG_D004 
Орг. роль Закупочная организация D004 Специалист функциональных направлений ;ZUMMX07_EKG_D004 
Орг. роль Закупочная организация D004 Топливообеспечение ;ZUMMX08_EKG_D004 
Орг. роль Закупочная организация D005 ОРЭМ ;ZUMMX12_EKG_D005 
Орг. роль Закупочная организация D005 Отчеты зявки и заказы ;ZUMMX11_EKG_D005 
Орг. роль Закупочная организация DXXX Бухгалтерия и инвентаризация ;ZUMMX09_EKG_DXXX 
Орг. роль Закупочная организация DXXX Ввод плановых цен ;ZUMMX02_EKG_DXXX 
Орг. роль Закупочная организация DXXX Движение материалов ;ZUMMX06_EKG_DXXX 
Орг. роль Закупочная организация DXXX Закупочные процедуры ;ZUMMX04_EKG_DXXX 
Орг. роль Закупочная организация DXXX Отчеты зявки и заказы ;ZUMMX11_EKG_DXXX 
Орг. роль Закупочная организация DXXX Согласование заявок;ZUMMX03_EKG_DXXX
Орг. роль Закупочная организация DXXX Создание заявок ;ZUMMX01_EKG_DXXX 
Орг. роль Закупочная организация DXXX Специалист функциональных направлений ;ZUMMX07_EKG_DXXX 
Орг. роль Закупочная организация DXXX Топливообеспечение ;ZUMMX08_EKG_DXXX 
Ответств. за ведение и соглас. заказов ТОРО и плановых сообщений;ZGPM021_MPLORD
Ответственный за анализ остатков по р/с;ZGFM05X_2D00_RPSLD
Ответственный за анализ финансовых сделок;ZGFM02X_2D00_TR-WTC
Ответственный за анализ оперативной ДЗ;ZGFM09X_2D00_RPFDC
Ответственный за анализ платежей по выписке;ZGFM06X_2D00_VWKBV
Ответственный за ввод/загрузку БВ;ZGFM06X_2D00_DLKBV
Ответственный за ведение дефектов ;ZGPM031_MMESUR
Ответственный за ведение общих справочников ТГК-1 ;ZGPM011_MCMNDR
Ответственный за ведение рем. СПП ;ZGPM022_MWBSEL
Ответственный за ведение тех. объектов ;ZGPM012_MTCHOB
Ответственный за ведение техкарт и ППР ;ZGPM013_MTSKLS
Ответственный за возврат зарезервированных средств;ZGCM04X_2D00_RETRS
Ответственный за загрузку ЗНО;ZGFM04X_2D00_LDREQ 
Ответственный за коммерч. закр. заказов ;ZGPM042_MDSTRL
Ответственный за обработку БВ;ZGFM06X_2D00_CRKBV
Ответственный за операции денежного рынка;ZGFM02X_2D00_TR-OTC
Ответственный за операции с ценными бумагами;ZGFM08X_2D00_TR-SEC
Ответственный за просм. объектов и док. ;ZGPM014_DOBJCT
Ответственный за просм. спец. отчетов ;ZGPM051_DREPRT
Ответственный за создание авизо;ZGFM01X_2D00_CRAVZ
Ответственный за создание ЗНО;ZGFM04X_2D00_CRREQ
Ответственный за технич. закрытие заказов ;ZGPM041_MORCLS
Ответственный за утверждение ЗнКЛ БДДС;ZGBI02X_2D00_AGCBL
Ответственный за формирование отчета БДДС;ZGFM09X_2D00_RPDPN
Ответственный за создание ЗнКЛ БДДС;ZGBI02X_2D00_CRCBL
Отчет об обеспечении обязательств и платежей полученных;ZGFM09X_2D00_RPOBP
Отчет по размещению временно свободных денежных средств;ZGFM09X_2D00_RPRDS
Полномочия БЕ 2D00 Эксперт ИО;ZUIM01X_WKS_2D00_I8
Полномочия для БЕ 2D00 Завод D461 Аудитор инвестиций ;ZUIM01X_WKS_D461_I1 
Полномочия для БЕ 2D00 Завод D461 Бухгалтер по учету КВ (МСФО, НУ, РСБУ) ;ZUIM03X_WKS_D461_I2 
Полномочия для БЕ 2D00 Завод D461 Инициатор инвестиций ;ZUIM01X_WKS_D461_I3 
Полномочия для БЕ 2D00 Завод D461 Куратор (менеджер проекта) ;ZUIM03X_WKS_D461_I4 
Полномочия для БЕ 2D00 Завод D461 Куратор проекта ;ZUIM02X_WKS_D461_I5 
Полномочия для БЕ 2D00 Завод D461 подпроцесса 06.01 ;ZUIM01X_WKS_D461 
Полномочия для БЕ 2D00 Завод D461 подпроцесса 06.02 ;ZUIM02X_WKS_D461 
Полномочия для БЕ 2D00 Завод D461 подпроцесса 06.03 ;ZUIM03X_WKS_D461 
Полномочия для БЕ 2D00 Завод D461 подпроцесса 06.04 ;ZUIM04X_WKS_D461 
Полномочия для БЕ 2D00 Завод D461 Согласующий инвестиции ;ZUIM01X_WKS_D461_I6 
Полномочия для БЕ 2D00 Завод D461 Технический эксперт ;ZUIM01X_WKS_D461_I7 
Полномочия для БЕ 2D00 Завод D461 Эксперт ИО ;ZUIM01X_WKS_D461_I8 
Полномочия Завод D100 Аудитор инвестиций ;ZUIM01X_WKS_D100_I1 
Полномочия Завод D100 Бухгалтер по учету КВ (МСФО, НУ, РСБУ) ;ZUIM03X_WKS_D100_I2 
Полномочия Завод D100 Инициатор инвестиций ;ZUIM01X_WKS_D100_I3 
Полномочия Завод D100 Куратор (менеджер проекта) ;ZUIM03X_WKS_D100_I4 
Полномочия Завод D100 Куратор проекта ;ZUIM02X_WKS_D100_I5 
Полномочия Завод D100 Согласующий инвестиции ;ZUIM01X_WKS_D100_I6 
Полномочия Завод D100 Технический эксперт ;ZUIM01X_WKS_D100_I7 
Полномочия Завод D100 Эксперт ИО ;ZUIM01X_WKS_D100_I8 
Полномочия Завод D200 Аудитор инвестиций ;ZUIM01X_WKS_D200_I1 
Полномочия Завод D200 Бухгалтер по учету КВ (МСФО, НУ, РСБУ) ;ZUIM03X_WKS_D200_I2 
Полномочия Завод D200 Инициатор инвестиций ;ZUIM01X_WKS_D200_I3 
Полномочия Завод D200 Куратор (менеджер проекта) ;ZUIM03X_WKS_D200_I4 
Полномочия Завод D200 Куратор проекта ;ZUIM02X_WKS_D200_I5 
Полномочия Завод D200 Согласующий инвестиции ;ZUIM01X_WKS_D200_I6 
Полномочия Завод D200 Технический эксперт ;ZUIM01X_WKS_D200_I7 
Полномочия Завод D200 Эксперт ИО ;ZUIM01X_WKS_D200_I8 
Полномочия Завод D202 Аудитор инвестиций ;ZUIM01X_WKS_D202_I1 
Полномочия Завод D202 Бухгалтер по учету КВ (МСФО, НУ, РСБУ) ;ZUIM03X_WKS_D202_I2 
Полномочия Завод D202 Инициатор инвестиций ;ZUIM01X_WKS_D202_I3 
Полномочия Завод D202 Куратор (менеджер проекта) ;ZUIM03X_WKS_D202_I4 
Полномочия Завод D202 Куратор проекта ;ZUIM02X_WKS_D202_I5 
Полномочия Завод D202 Согласующий инвестиции ;ZUIM01X_WKS_D202_I6 
Полномочия Завод D202 Технический эксперт ;ZUIM01X_WKS_D202_I7 
Полномочия Завод D202 Эксперт ИО ;ZUIM01X_WKS_D202_I8 
Полномочия Завод D205 Аудитор инвестиций ;ZUIM01X_WKS_D205_I1 
Полномочия Завод D205 Бухгалтер по учету КВ (МСФО, НУ, РСБУ) ;ZUIM03X_WKS_D205_I2 
Полномочия Завод D205 Инициатор инвестиций ;ZUIM01X_WKS_D205_I3 
Полномочия Завод D205 Куратор (менеджер проекта) ;ZUIM03X_WKS_D205_I4 
Полномочия Завод D205 Куратор проекта ;ZUIM02X_WKS_D205_I5 
Полномочия Завод D205 Согласующий инвестиции ;ZUIM01X_WKS_D205_I6 
Полномочия Завод D205 Технический эксперт ;ZUIM01X_WKS_D205_I7 
Полномочия Завод D205 Эксперт ИО ;ZUIM01X_WKS_D205_I8 
Полномочия Завод D207 Аудитор инвестиций ;ZUIM01X_WKS_D207_I1 
Полномочия Завод D207 Бухгалтер по учету КВ (МСФО, НУ, РСБУ) ;ZUIM03X_WKS_D207_I2 
Полномочия Завод D207 Инициатор инвестиций ;ZUIM01X_WKS_D207_I3 
Полномочия Завод D207 Куратор (менеджер проекта) ;ZUIM03X_WKS_D207_I4 
Полномочия Завод D207 Куратор проекта ;ZUIM02X_WKS_D207_I5 
Полномочия Завод D207 Согласующий инвестиции ;ZUIM01X_WKS_D207_I6 
Полномочия Завод D207 Технический ;ZUIM01X_WKS_D207_I7 
Полномочия Завод D207 Эксперт ИО ;ZUIM01X_WKS_D207_I8 
Полномочия Завод D208 Аудитор инвестиций ;ZUIM01X_WKS_D208_I1 
Полномочия Завод D208 Бухгалтер по учету КВ (МСФО, НУ, РСБУ) ;ZUIM03X_WKS_D208_I2 
Полномочия Завод D208 Инициатор инвестиций ;ZUIM01X_WKS_D208_I3 
Полномочия Завод D208 Куратор (менеджер проекта) ;ZUIM03X_WKS_D208_I4 
Полномочия Завод D208 Куратор проекта ;ZUIM02X_WKS_D208_I5 
